Table Range A2:AS541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COUNTY,JURS NAME,Planning period progress,Planning Period Length (Years),Planning Period Half-Way Point,1st APR,Last APR,Planning period beginning,Planning period end,Planning period,RHNA VLI,VLI PERMITS,VLI DR UNITS,VLI (NDR) UNITS,VLI REMAINING UNITS,VLI % Complete,Prorated VLI RHNA,Excess VLI,RHNA LI,LI PERMITS,LI (DR) UNITS,LI (NDR) UNITS,LI REMAINING UNITS,Lower Permits,Lower Remain,LI % Complete,% Lower Complete,RHNA MOD,MOD PERMITS,MOD REMAINING UNITS,MOD % Complete,RHNA ABOVE MOD,ABOVE MOD PERMITS,ABOVE MOD REMAINING UNITS,ABOVE MOD % Complete,RHNA TOTAL,TOTAL PERMITS,TOTAL RHNA REMAIN,PRORATION FACTOR,10%,50%,EXEMPT,STATUS,Exempt but for 2019 APR,50% but for 2019 APR
SACRAMENTO,CITRUS HEIGHTS,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,146,1,0,1,145,0.68%,73,0,102,4,3,1,98,4,98,3.92%,3.92%,130,24,106,18.46%,318,61,257,19.18%,696,90,606,0.5,YES,NO,NO,Successful,NO,NO
LOS ANGELES,CLAREMONT,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,98,0,0,0,98,0.00%,49,0,59,0,0,0,59,0,59,0.00%,0.00%,64,16,48,25.00%,152,316,0,207.89%,373,332,205,0.5,NO,YES,NO,Successful,NO,YES
CONTRA COSTA,CLAYTON,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,51,0,0,0,51,0.00%,26,0,25,2,0,2,23,2,23,8.00%,8.00%,31,0,31,0.00%,34,8,26,23.53%,141,10,131,0.5,YES,NO,NO,Successful,NO,NO
LAKE,CLEARLAKE,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,108,3,1,2,105,2.78%,108,0,67,2,0,2,65,2,65,2.99%,2.99%,87,3,84,3.45%,205,6,199,2.93%,467,14,453,1,YES,NO,NO,Successful,NO,NO
SONOMA,CLOVERDALE,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,39,25,25,0,14,64.10%,20,5,29,7,7,0,22,12,17,24.14%,41.38%,31,5,26,16.13%,112,49,63,43.75%,211,86,125,0.5,YES,NO,NO,Successful,NO,NO
FRESNO,CLOVIS,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,2321,0,0,0,2321,0.00%,1161,0,1145,87,87,0,1058,87,1058,7.60%,7.60%,1018,2249,0,220.92%,1844,3747,0,203.20%,6328,6083,3379,0.5,NO,YES,NO,Successful,NO,YES
RIVERSIDE,COACHELLA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,1555,78,78,0,1477,5.02%,778,0,1059,51,51,0,1008,51,1008,4.82%,4.82%,1212,0,1212,0.00%,2945,88,2857,2.99%,6771,217,6554,0.5,YES,NO,NO,No 2019 APR,NO,NO
FRESNO,COALINGA,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,150,36,36,0,114,24.00%,75,0,115,32,32,0,83,32,83,27.83%,27.83%,123,41,82,33.33%,201,152,49,75.62%,589,261,328,0.5,NO,YES,NO,Successful,NO,YES
PLACER,COLFAX,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,10,0,0,0,10,0.00%,5,0,7,0,0,0,7,0,7,0.00%,0.00%,10,0,10,0.00%,24,0,24,0.00%,51,0,51,0.5,YES,NO,NO,Successful,NO,NO
SAN MATEO,COLMA,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,20,31,31,0,0,155.00%,10,21,8,34,34,0,0,55,0,425.00%,687.50%,9,0,9,0.00%,22,10,12,45.45%,59,75,21,0.5,YES,NO,NO,Successful,NO,NO
SAN BERNARDINO,COLTON,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,443,0,0,0,443,0.00%,222,0,302,0,0,0,302,0,302,0.00%,0.00%,347,13,334,3.75%,831,58,773,6.98%,1923,71,1852,0.5,YES,NO,NO,Successful,NO,NO
COLUSA,COLUSA,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,79,0,0,0,79,0.00%,79,0,64,0,0,0,64,0,64,0.00%,0.00%,61,0,61,0.00%,150,9,141,6.00%,354,9,345,1,YES,NO,NO,No 2019 APR,NO,NO
COLUSA,COLUSA COUNTY,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,107,8,1,7,99,7.48%,107,0,91,5,0,5,86,5,86,5.49%,5.49%,91,71,20,78.02%,210,52,158,24.76%,499,136,363,1,YES,NO,NO,Successful,NO,NO
LOS ANGELES,COMMERCE,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,12,,,,12,,6,0,7,,,,7,0,7,,0.00%,7,,7,,20,,20,,46,,46,0.5,YES,NO,NO,No 2019 APR,NO,NO
LOS ANGELES,COMPTON,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,1,,,,1,,1,0,1,,,,1,0,1,,0.00%,0,,0,0.00%,0,,0,,2,,2,0.5,NO,YES,NO,Successful,NO,YES
CONTRA COSTA,CONCORD,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,798,19,19,0,779,2.38%,399,0,444,3,3,0,441,3,441,0.68%,0.68%,559,4,555,0.72%,1677,180,1497,10.73%,3478,206,3272,0.5,YES,NO,NO,Successful,NO,NO
CONTRA COSTA,CONTRA COSTA COUNTY,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,374,63,62,1,311,16.84%,187,0,218,182,174,8,36,182,36,83.49%,83.49%,243,125,118,51.44%,532,1155,0,217.11%,1367,1525,465,0.5,NO,YES,NO,Successful,NO,YES
KINGS,CORCORAN,50.00%,8,2020,2016,2023,1/31/16,1/31/24,31-JAN-16 - 31-JAN-24,215,0,0,0,215,0.00%,108,0,161,0,0,0,161,0,161,0.00%,0.00%,169,0,169,0.00%,401,0,401,0.00%,946,0,946,0.5,YES,NO,NO,Successful,NO,NO
TEHAMA,CORNING,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,38,0,0,0,38,0.00%,38,0,30,0,0,0,30,0,30,0.00%,0.00%,33,4,29,12.12%,75,13,62,17.33%,176,17,159,1,YES,NO,NO,Successful,NO,NO
RIVERSIDE,CORONA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,192,53,53,0,139,27.60%,96,0,128,18,18,0,110,18,110,14.06%,14.06%,142,66,76,46.48%,308,1396,0,453.25%,770,1533,325,0.5,NO,YES,NO,Successful,NO,YES
SAN DIEGO,CORONADO,87.50%,8,2017,2013,2020,4/30/13,4/30/21,30-APR-13 - 30-APR-21,13,12,12,0,1,92.31%,7,5,9,0,0,0,9,5,4,0.00%,55.56%,9,0,9,0.00%,19,266,0,1400.00%,50,278,19,0.5,NO,NO,YES,Successful,YES,NO
MARIN,CORTE MADERA,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,22,13,5,8,9,59.09%,11,2,13,13,13,0,0,15,0,100.00%,115.38%,13,7,6,53.85%,24,179,0,745.83%,72,212,15,0.5,NO,NO,YES,Successful,YES,NO
ORANGE,COSTA MESA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,1,0,0,0,1,0.00%,1,0,1,0,0,0,1,0,1,0.00%,0.00%,0,50,0,0.00%,0,518,0,0.00%,2,568,2,0.5,NO,YES,NO,Successful,NO,YES
SONOMA,COTATI,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,35,4,4,0,31,11.43%,18,0,18,13,3,10,5,13,5,72.22%,72.22%,18,15,3,83.33%,66,41,25,62.12%,137,73,64,0.5,NO,YES,NO,Successful,NO,YES
LOS ANGELES,COVINA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,60,,,,60,,30,0,35,,,,35,0,35,,0.00%,38,,38,,97,,97,,230,,230,0.5,YES,NO,NO,No 2019 APR,NO,NO
DEL NORTE,CRESCENT CITY,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,20,0,0,0,20,0.00%,20,0,13,0,0,0,13,0,13,0.00%,0.00%,10,9,1,90.00%,34,4,30,11.76%,77,13,64,1,YES,NO,NO,Successful,NO,NO
LOS ANGELES,CUDAHY,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,80,0,0,0,80,0.00%,40,0,46,0,0,0,46,0,46,0.00%,0.00%,51,0,51,0.00%,141,0,141,0.00%,318,0,318,0.5,YES,NO,NO,Successful,NO,NO
LOS ANGELES,CULVER CITY,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,48,6,6,0,42,12.50%,24,0,29,0,0,0,29,0,29,0.00%,0.00%,31,0,31,0.00%,77,83,0,107.79%,185,89,102,0.5,NO,YES,NO,Successful,NO,YES
SANTA CLARA,CUPERTINO,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,356,19,18,1,337,5.34%,178,0,207,0,0,0,207,0,207,0.00%,0.00%,231,59,172,25.54%,270,191,79,70.74%,1064,269,795,0.5,NO,YES,NO,Successful,NO,YES
ORANGE,CYPRESS,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,71,9,9,0,62,12.68%,36,0,50,8,8,0,42,8,42,16.00%,16.00%,56,6,50,10.71%,131,320,0,244.27%,308,343,154,0.5,NO,YES,NO,Successful,NO,YES
SAN MATEO,DALY CITY,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,400,59,59,0,341,14.75%,200,0,188,259,205,54,0,259,0,137.77%,137.77%,221,96,125,43.44%,541,278,263,51.39%,1350,692,729,0.5,NO,YES,NO,Successful,NO,YES
ORANGE,DANA POINT,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,76,0,0,0,76,0.00%,38,0,53,0,0,0,53,0,53,0.00%,0.00%,61,17,44,27.87%,137,142,0,103.65%,327,159,173,0.5,NO,YES,NO,Successful,NO,YES
CONTRA COSTA,DANVILLE,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,196,0,0,0,196,0.00%,98,0,111,10,2,8,101,10,101,9.01%,9.01%,124,34,90,27.42%,126,207,0,164.29%,557,251,387,0.5,NO,YES,NO,Successful,NO,YES
YOLO,DAVIS,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,248,43,43,0,205,17.34%,124,0,174,50,29,21,124,50,124,28.74%,28.74%,198,52,146,26.26%,446,509,0,114.13%,1066,654,475,0.5,NO,YES,NO,Successful,NO,YES
SAN DIEGO,DEL MAR,87.50%,8,2017,2013,2020,4/30/13,4/30/21,30-APR-13 - 30-APR-21,7,0,0,0,7,0.00%,4,0,5,0,0,0,5,0,5,0.00%,0.00%,15,0,15,0.00%,34,25,9,73.53%,61,25,36,0.5,NO,YES,NO,Successful,NO,YES
DEL NORTE,DEL NORTE COUNTY,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,60,22,0,22,38,36.67%,60,0,37,22,1,21,15,22,15,59.46%,59.46%,30,22,8,73.33%,106,76,30,71.70%,233,142,91,1,YES,NO,NO,Successful,NO,NO
MONTEREY,DEL REY OAKS,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,7,0,0,0,7,0.00%,4,0,4,0,0,0,4,0,4,0.00%,0.00%,5,0,5,0.00%,11,0,11,0.00%,27,0,27,0.5,YES,NO,NO,Successful,NO,NO
KERN,DELANO,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,396,0,0,0,396,0.00%,198,0,277,0,0,0,277,0,277,0.00%,0.00%,243,118,125,48.56%,546,90,456,16.48%,1462,208,1254,0.5,YES,NO,NO,Successful,NO,NO
RIVERSIDE,DESERT HOT SPRINGS,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,946,43,0,43,903,4.55%,473,0,661,0,0,0,661,0,661,0.00%,0.00%,772,0,772,0.00%,1817,0,1817,0.00%,4196,43,4153,0.5,YES,NO,NO,Successful,NO,NO
LOS ANGELES,DIAMOND BAR,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,308,0,0,0,308,0.00%,154,0,182,0,0,0,182,0,182,0.00%,0.00%,190,0,190,0.00%,466,271,195,58.15%,1146,271,875,0.5,NO,YES,NO,Successful,NO,YES
TULARE,DINUBA,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,211,45,43,2,166,21.33%,106,0,163,92,0,92,71,92,71,56.44%,56.44%,121,202,0,166.94%,470,243,227,51.70%,965,582,464,0.5,NO,YES,NO,Successful,NO,YES
SOLANO,DIXON,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,50,0,0,0,50,0.00%,25,0,24,54,54,0,0,54,0,225.00%,225.00%,30,59,0,196.67%,93,147,0,158.06%,197,260,50,0.5,NO,YES,NO,Successful,NO,YES
SISKIYOU,DORRIS,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,3,0,0,0,3,0.00%,3,0,2,1,1,0,1,1,1,50.00%,50.00%,2,1,1,50.00%,5,0,5,0.00%,12,2,10,1,YES,NO,NO,Successful,NO,NO
MERCED,DOS PALOS,50.00%,8,2020,2016,2023,3/31/16,3/31/24,31-MAR-16 - 31-MAR-24,71,0,0,0,71,0.00%,36,0,27,3,0,3,24,3,24,11.11%,11.11%,47,0,47,0.00%,124,0,124,0.00%,269,3,266,0.5,YES,NO,NO,Successful,NO,NO
LOS ANGELES,DOWNEY,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,210,0,0,0,210,0.00%,105,0,123,6,6,0,117,6,117,4.88%,4.88%,135,70,65,51.85%,346,204,142,58.96%,814,280,534,0.5,NO,YES,NO,Successful,NO,YES
LOS ANGELES,DUARTE,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,87,42,42,0,45,48.28%,44,0,53,1,1,0,52,1,52,1.89%,1.89%,55,3,52,5.45%,142,1,141,0.70%,337,47,290,0.5,YES,NO,NO,Successful,NO,NO
ALAMEDA,DUBLIN,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,796,26,26,0,770,3.27%,398,0,446,39,39,0,407,39,407,8.74%,8.74%,425,31,394,7.29%,618,3408,0,551.46%,2285,3504,1571,0.5,NO,YES,NO,Successful,NO,YES
SISKIYOU,DUNSMUIR,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,6,0,0,0,6,0.00%,6,0,4,0,0,0,4,0,4,0.00%,0.00%,4,0,4,0.00%,9,3,6,33.33%,23,3,20,1,YES,NO,NO,Successful,NO,NO
SAN MATEO,EAST PALO ALTO,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,64,16,16,0,48,25.00%,32,0,54,32,32,0,22,32,22,59.26%,59.26%,83,33,50,39.76%,266,5,261,1.88%,467,86,381,0.5,YES,NO,NO,Successful,NO,NO
RIVERSIDE,EASTVALE,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,374,0,0,0,374,0.00%,187,0,250,0,0,0,250,0,250,0.00%,0.00%,274,0,274,0.00%,565,1483,0,262.48%,1463,1483,898,0.5,NO,YES,NO,Received - Not successful,NO,YES
SAN DIEGO,EL CAJON,87.50%,8,2017,2013,2020,4/30/13,4/30/21,30-APR-13 - 30-APR-21,1448,48,48,0,1400,3.31%,724,0,1101,9,9,0,1092,9,1092,0.82%,0.82%,1019,34,985,3.34%,2237,137,2100,6.12%,5805,228,5577,0.5,YES,NO,NO,Successful,NO,NO
IMPERIAL,EL CENTRO,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,487,0,0,0,487,0.00%,244,0,300,81,14,67,219,81,219,27.00%,27.00%,297,91,206,30.64%,840,58,782,6.90%,1924,230,1694,0.5,YES,NO,NO,Successful,NO,NO
CONTRA COSTA,EL CERRITO,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,100,118,118,0,0,118.00%,50,68,63,6,6,0,57,74,0,9.52%,117.46%,69,26,43,37.68%,166,267,0,160.84%,398,417,100,0.5,NO,NO,YES,Successful,YES,NO
EL DORADO,EL DORADO COUNTY,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,1086,59,59,0,1027,5.43%,543,0,762,253,225,28,509,253,509,33.20%,33.20%,823,47,776,5.71%,1757,2893,0,164.66%,4428,3252,2312,0.5,NO,YES,NO,Successful,NO,YES
LOS ANGELES,EL MONTE,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,529,241,241,0,288,45.56%,265,0,315,36,36,0,279,36,279,11.43%,11.43%,352,2,350,0.57%,946,254,692,26.85%,2142,533,1609,0.5,YES,NO,NO,Successful,NO,NO
LOS ANGELES,EL SEGUNDO,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,18,,,,18,,9,0,11,,,,11,0,11,,0.00%,12,,12,,28,,28,,69,,69,0.5,YES,NO,NO,Successful,NO,NO
SACRAMENTO,ELK GROVE,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,2035,84,84,0,1951,4.13%,1018,0,1427,76,76,0,1351,76,1351,5.33%,5.33%,1377,271,1106,19.68%,2563,2203,360,85.95%,7402,2634,4768,0.5,NO,YES,NO,Successful,NO,YES
ALAMEDA,EMERYVILLE,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,276,87,87,0,189,31.52%,138,0,211,19,19,0,192,19,192,9.00%,9.00%,259,25,234,9.65%,752,450,302,59.84%,1498,581,917,0.5,NO,YES,NO,Successful,NO,YES
SAN DIEGO,ENCINITAS,87.50%,8,2017,2013,2020,4/30/13,4/30/21,30-APR-13 - 30-APR-21,587,33,32,1,554,5.62%,294,0,446,23,22,1,423,23,423,5.16%,5.16%,413,4,409,0.97%,907,675,232,74.42%,2353,735,1618,0.5,NO,YES,NO,Successful,NO,YES
SAN JOAQUIN,ESCALON,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,103,0,0,0,103,0.00%,52,0,66,0,0,0,66,0,66,0.00%,0.00%,64,1,63,1.56%,192,17,175,8.85%,425,18,407,0.5,YES,NO,NO,Successful,NO,NO
SAN DIEGO,ESCONDIDO,87.50%,8,2017,2013,2020,4/30/13,4/30/21,30-APR-13 - 30-APR-21,1042,46,46,0,996,4.41%,521,0,791,55,55,0,736,55,736,6.95%,6.95%,733,8,725,1.09%,1609,723,886,44.93%,4175,832,3343,0.5,YES,NO,NO,Successful,NO,NO
SISKIYOU,ETNA,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,3,0,0,0,3,0.00%,3,0,2,0,0,0,2,0,2,0.00%,0.00%,2,1,1,50.00%,3,0,3,0.00%,10,1,9,1,YES,NO,NO,Successful,NO,NO
HUMBOLDT,EUREKA,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,145,38,38,0,107,26.21%,145,0,96,67,61,6,29,67,29,69.79%,69.79%,104,8,96,7.69%,264,71,193,26.89%,609,184,425,1,YES,NO,NO,No 2019 APR,NO,NO
TULARE,EXETER,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,143,0,0,0,143,0.00%,72,0,125,6,0,6,119,6,119,4.80%,4.80%,85,4,81,4.71%,272,14,258,5.15%,625,24,601,0.5,YES,NO,NO,Successful,NO,NO
MARIN,FAIRFAX,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,16,13,7,6,3,81.25%,8,5,11,56,48,8,0,61,0,509.09%,554.55%,11,2,9,18.18%,23,10,13,43.48%,61,81,25,0.5,YES,NO,NO,Successful,NO,NO
SOLANO,FAIRFIELD,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,779,0,0,0,779,0.00%,390,0,404,0,0,0,404,0,404,0.00%,0.00%,456,360,96,78.95%,1461,1713,0,117.25%,3100,2073,1279,0.5,NO,YES,NO,Successful,NO,YES
TULARE,FARMERSVILLE,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,74,6,0,6,68,8.11%,37,0,65,13,6,7,52,13,52,20.00%,20.00%,68,11,57,16.18%,259,5,254,1.93%,466,35,431,0.5,YES,NO,NO,No 2019 APR,NO,NO
HUMBOLDT,FERNDALE,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,6,0,0,0,6,0.00%,6,0,3,1,0,1,2,1,2,33.33%,33.33%,4,5,0,125.00%,8,4,4,50.00%,21,10,12,1,YES,NO,NO,Successful,NO,NO
VENTURA,FILLMORE,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,160,,,,160,,80,0,112,,,,112,0,112,,0.00%,128,,128,,294,,294,,694,,694,0.5,YES,NO,NO,No 2019 APR,NO,NO
FRESNO,FIREBAUGH,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,128,15,15,0,113,11.72%,64,0,169,17,15,2,152,17,152,10.06%,10.06%,204,0,204,0.00%,211,0,211,0.00%,712,32,680,0.5,YES,NO,NO,Successful,NO,NO
SACRAMENTO,FOLSOM,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,1218,6,6,0,1212,0.49%,609,0,854,0,0,0,854,0,854,0.00%,0.00%,862,582,280,67.52%,1699,924,775,54.38%,4633,1512,3121,0.5,NO,YES,NO,Successful,NO,YES
SAN BERNARDINO,FONTANA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,1442,63,63,0,1379,4.37%,721,0,974,147,147,0,827,147,827,15.09%,15.09%,1090,0,1090,0.00%,2471,1505,966,60.91%,5977,1715,4262,0.5,NO,YES,NO,Successful,NO,YES
MENDOCINO,FORT BRAGG,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,5,0,0,0,5,0.00%,5,0,3,2,2,0,1,2,1,66.67%,66.67%,3,0,3,0.00%,9,12,0,133.33%,20,14,9,1,NO,YES,NO,Successful,NO,YES
SISKIYOU,FORT JONES,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,2,0,0,0,2,0.00%,2,0,1,0,0,0,1,0,1,0.00%,0.00%,2,0,2,0.00%,4,0,4,0.00%,9,0,9,1,YES,NO,NO,Successful,NO,NO
HUMBOLDT,FORTUNA,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,39,0,0,0,39,0.00%,39,0,24,0,0,0,24,0,24,0.00%,0.00%,27,20,7,74.07%,71,25,46,35.21%,161,45,116,1,YES,NO,NO,Successful,NO,NO
SAN MATEO,FOSTER CITY,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,148,84,83,1,64,56.76%,74,10,87,49,49,0,38,59,28,56.32%,67.82%,76,14,62,18.42%,119,637,0,535.29%,430,784,164,0.5,NO,NO,YES,Successful,YES,NO
ORANGE,FOUNTAIN VALLEY,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,83,0,0,0,83,0.00%,42,0,59,0,0,0,59,0,59,0.00%,0.00%,65,6,59,9.23%,151,30,121,19.87%,358,36,322,0.5,YES,NO,NO,Successful,NO,NO
FRESNO,FOWLER,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,123,0,0,0,123,0.00%,62,0,83,0,0,0,83,0,83,0.00%,0.00%,75,27,48,36.00%,243,154,89,63.37%,524,181,343,0.5,NO,YES,NO,Successful,NO,YES
ALAMEDA,FREMONT,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,1714,317,317,0,1397,18.49%,857,0,926,317,317,0,609,317,609,34.23%,34.23%,978,19,959,1.94%,1837,4315,0,234.89%,5455,4968,2965,0.5,NO,YES,NO,Successful,NO,YES
FRESNO,FRESNO,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,5666,489,489,0,5177,8.63%,2833,0,3289,285,285,0,3004,285,3004,8.67%,8.67%,3571,1505,2066,42.15%,11039,7099,3940,64.31%,23565,9378,14187,0.5,NO,YES,NO,Successful,NO,YES
FRESNO,FRESNO COUNTY,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,460,48,2,46,412,10.43%,230,0,527,49,0,49,478,49,478,9.30%,9.30%,589,257,332,43.63%,1146,327,819,28.53%,2722,681,2041,0.5,YES,NO,NO,Successful,NO,NO
ORANGE,FULLERTON,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,411,238,90,148,173,57.91%,206,32,299,114,114,0,185,146,153,38.13%,48.83%,337,3,334,0.89%,794,802,0,101.01%,1841,1157,692,0.5,NO,YES,NO,Successful,NO,YES
SACRAMENTO,GALT,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,131,0,0,0,131,0.00%,66,0,91,0,0,0,91,0,91,0.00%,0.00%,126,0,126,0.00%,331,320,11,96.68%,679,320,359,0.5,NO,YES,NO,Successful,NO,YES
ORANGE,GARDEN GROVE,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,164,13,13,0,151,7.93%,82,0,120,47,47,0,73,47,73,39.17%,39.17%,135,79,56,58.52%,328,102,226,31.10%,747,241,506,0.5,YES,NO,NO,Successful,NO,NO
LOS ANGELES,GARDENA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,98,0,0,0,98,0.00%,49,0,60,0,0,0,60,0,60,0.00%,0.00%,66,54,12,81.82%,173,181,0,104.62%,397,235,170,0.5,NO,YES,NO,Successful,NO,YES
SANTA CLARA,GILROY,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,236,63,63,0,173,26.69%,118,0,160,487,487,0,0,487,0,304.38%,304.38%,217,14,203,6.45%,475,971,0,204.42%,1088,1535,376,0.5,NO,YES,NO,Successful,NO,YES
